# This is test data for simulation
# 
# Author: Steffen Vogel <steffen.vogel@rwth-aachen.de>
#
# S2SS signal params: type=mixed, values=5, rate=20000.000000, limit=5000, amplitude=4.000000, freq=2000.000000
# sec.nsec(seq)       		data[]

# Available simulation commands:
# !init			initialize GTFPGA
# !deinit		deinitialize GTFPGA
# !pause [clks]		wait for [clks] cycles of Clk100M
# !start		start sending data
# !stop			stop sending data

!init
!start
1461139749.107899911(51)	0.027098	2.418129	-4.000000	2.346880	0.101378
1461139749.107950036(52)	0.013020	3.830993	-4.000000	0.742880	0.110780
1461139749.108000115(53)	0.006008	3.774232	-4.000000	-0.859648	0.116274
1461139749.108050085(54)	-0.007868	2.275943	-4.000000	-2.458688	0.126398
1461139749.108100232(55)	-0.021110	-0.099566	4.000000	-3.936608	0.127036
1461139749.108150004(56)	-0.034555	-2.421852	4.000000	-2.343904	0.116243
1461139749.108199883(57)	-0.017877	-3.828774	4.000000	-0.747776	0.129272
1461139749.108250068(58)	-0.016360	-3.775014	4.000000	0.858144	0.133799
1461139749.108299971(59)	-0.002607	-2.280652	4.000000	2.455040	0.159413
1461139749.108349982(60)	-0.001820	0.087003	-4.000000	3.944608	0.142988
1461139749.108399953(61)	-0.004999	2.419811	-4.000000	2.345536	0.169332
1461139749.108449885(62)	0.003766	3.828803	-4.000000	0.747712	0.199887
1461139749.108499987(63)	0.010950	3.776358	-4.000000	-0.855552	0.175431
1461139749.108549948(64)	-0.011441	2.281602	-4.000000	-2.454304	0.168232
1461139749.108599977(65)	-0.052529	-0.086751	4.000000	-3.944768	0.183537
1461139749.108649908(66)	-0.007917	-2.418010	4.000000	-2.346976	0.156901
1461139749.108699934(67)	-0.001966	-3.829515	4.000000	-0.746144	0.144185
1461139749.108749923(68)	0.001890	-3.777417	4.000000	0.853504	0.176384
1461139749.108799947(69)	0.005966	-2.281643	4.000000	2.454272	0.196384
1461139749.108849970(70)	0.033043	0.086400	-4.000000	3.944992	0.210469
1461139749.108899996(71)	0.034437	2.421532	-4.000000	2.344160	0.211705
1461139749.108949909(72)	0.076330	3.829152	-4.000000	0.746944	0.211017
1461139749.108999950(73)	0.069352	3.776971	-4.000000	-0.854368	0.217870
1461139749.109050003(74)	0.084286	2.279331	-4.000000	-2.456064	0.192737
1461139749.109099961(75)	0.096607	-0.085947	4.000000	-3.945280	0.166962
1461139749.109150010(76)	0.119683	-2.422092	4.000000	-2.343712	0.145898
1461139749.109199845(77)	0.105243	-3.828221	4.000000	-0.748992	0.123248
1461139749.109250032(78)	0.092354	-3.775612	4.000000	0.856992	0.127275
1461139749.109299966(79)	0.068497	-2.280859	4.000000	2.454880	0.140323
1461139749.109349935(80)	0.068716	0.084641	-4.000000	3.946112	0.149995
1461139749.109399964(81)	0.033708	2.420251	-4.000000	2.345184	0.157334
1461139749.109449886(82)	0.040471	3.828818	-4.000000	0.747680	0.145405
1461139749.109499950(83)	0.025379	3.776971	-4.000000	-0.854368	0.194382
1461139749.109549940(84)	0.038684	2.281932	-4.000000	-2.454048	0.192912
1461139749.109600000(85)	0.029944	-0.087907	4.000000	-3.944032	0.211482
1461139749.109649947(86)	-0.003844	-2.419571	4.000000	-2.345728	0.232942
1461139749.109700009(87)	0.008623	-3.830602	4.000000	-0.743744	0.222986
1461139749.109749944(88)	0.049271	-3.777070	4.000000	0.854176	0.219036
1461139749.109799985(89)	0.045700	-2.280074	4.000000	2.455488	0.180480
1461139749.109849899(90)	0.057242	0.082832	-4.000000	3.947264	0.163204
1461139749.109900151(91)	0.059564	2.427728	-4.000000	2.339200	0.154452
1461139749.109949981(92)	0.044756	3.830197	-4.000000	0.744640	0.188191
1461139749.109999947(93)	0.073035	3.777020	-4.000000	-0.854272	0.210569
1461139749.110049982(94)	0.062635	2.280198	-4.000000	-2.455392	0.189114
1461139749.110100007(95)	0.089870	-0.088259	4.000000	-3.943808	0.220856
1461139749.110149930(96)	0.113741	-2.418890	4.000000	-2.346272	0.203100
1461139749.110199873(97)	0.126732	-3.828629	4.000000	-0.748096	0.187011
1461139749.110250061(98)	0.137352	-3.775130	4.000000	0.857920	0.191673
1461139749.110299950(99)	0.153254	-2.281519	4.000000	2.454368	0.166467
1461139749.110349894(100)	0.154620	0.082580	-4.000000	3.947424	0.149102
1461139749.110400000(101)	0.147443	2.421692	-4.000000	2.344032	0.160410
1461139749.110449920(102)	0.153027	3.829312	-4.000000	0.746592	0.148221
1461139749.110499954(103)	0.136513	3.776905	-4.000000	-0.854496	0.142341
1461139749.110549953(104)	0.166810	2.281396	-4.000000	-2.454464	0.179166
1461139749.110599886(105)	0.186311	-0.082178	4.000000	-3.947680	0.154436
1461139749.110649992(106)	0.205444	-2.421371	4.000000	-2.344288	0.139753
1461139749.110699997(107)	0.194128	-3.830429	4.000000	-0.744128	0.119145
1461139749.110750043(108)	0.213800	-3.775429	4.000000	0.857344	0.109019
1461139749.110799931(109)	0.187451	-2.282304	4.000000	2.453760	0.103653
1461139749.110849957(110)	0.207961	0.085746	-4.000000	3.945408	0.119068
1461139749.110899947(111)	0.193166	2.419571	-4.000000	2.345728	0.126323
1461139749.110950226(112)	0.181939	3.833729	-4.000000	0.736800	0.152832
1461139749.110999948(113)	0.189918	3.777004	-4.000000	-0.854304	0.146296
1461139749.111050010(114)	0.218357	2.279042	-4.000000	-2.456288	0.150948
1461139749.111100075(115)	0.212721	-0.091676	4.000000	-3.941632	0.162207
1461139749.111150087(116)	0.211385	-2.425171	4.000000	-2.341248	0.217050
1461139749.111199880(117)	0.196224	-3.828730	4.000000	-0.747872	0.206886
1461139749.111250026(118)	0.218692	-3.775711	4.000000	0.856800	0.206418
1461139749.111300003(119)	0.216226	-2.279331	4.000000	2.456064	0.230099
1461139749.111349962(120)	0.215507	0.085998	-4.000000	3.945248	0.192746
1461139749.111399953(121)	0.196392	2.419811	-4.000000	2.345536	0.203762
1461139749.111450002(122)	0.204887	3.830501	-4.000000	0.743968	0.190288
1461139749.111499986(123)	0.254969	3.776375	-4.000000	-0.855520	0.186607
1461139749.111549969(124)	0.270205	2.280735	-4.000000	-2.454976	0.196712
1461139749.111599987(125)	0.258027	-0.087254	4.000000	-3.944448	0.186190
1461139749.111649981(126)	0.257945	-2.420931	4.000000	-2.344640	0.165109
1461139749.111700016(127)	0.239127	-3.830704	4.000000	-0.743520	0.157850
1461139749.111750007(128)	0.235142	-3.776026	4.000000	0.856192	0.167675
1461139749.111800015(129)	0.250441	-2.278835	4.000000	2.456448	0.172248
1461139749.111849999(130)	0.258469	0.087857	-4.000000	3.944064	0.179830
1461139749.111899979(131)	0.257468	2.420851	-4.000000	2.344704	0.137734
1461139749.111950085(132)	0.235719	3.831701	-4.000000	0.741312	0.170423
1461139749.111999976(133)	0.248855	3.776540	-4.000000	-0.855200	0.141337
1461139749.112050023(134)	0.233098	2.278505	-4.000000	-2.456704	0.147252
1461139749.112100002(135)	0.215159	-0.088008	4.000000	-3.943968	0.119407
1461139749.112149945(136)	0.209817	-2.419491	4.000000	-2.345792	0.106452
1461139749.112199920(137)	0.207469	-3.829312	4.000000	-0.746592	0.120491
1461139749.112250118(138)	0.218679	-3.774182	4.000000	0.859744	0.089029
1461139749.112299999(139)	0.233206	-2.279496	4.000000	2.455936	0.112984
1461139749.112350031(140)	0.232305	0.089465	-4.000000	3.943040	0.088440
1461139749.112399957(141)	0.249943	2.419971	-4.000000	2.345408	0.094227
1461139749.112449934(142)	0.251715	3.829515	-4.000000	0.746144	0.065010
1461139749.112499948(143)	0.283559	3.777004	-4.000000	-0.854304	0.024181
1461139749.112549970(144)	0.306636	2.280694	-4.000000	-2.455008	0.016794
1461139749.112599968(145)	0.283714	-0.086299	4.000000	-3.945056	0.001196
1461139749.112649987(146)	0.310745	-2.421171	4.000000	-2.344448	0.017537
1461139749.112699989(147)	0.324741	-3.830313	4.000000	-0.744384	0.031094
1461139749.112750039(148)	0.317818	-3.775495	4.000000	0.857216	0.018163
1461139749.112800050(149)	0.331401	-2.277389	4.000000	2.457568	0.026375
1461139749.112850085(150)	0.319011	0.092179	-4.000000	3.941312	0.024977
1461139749.112900075(151)	0.289635	2.424691	-4.000000	2.341632	0.022324
1461139749.112949977(152)	0.273301	3.830139	-4.000000	0.744768	0.017548
1461139749.112999995(153)	0.247424	3.776225	-4.000000	-0.855808	0.038057
1461139749.113049992(154)	0.252511	2.279785	-4.000000	-2.455712	0.031997
1461139749.113099977(155)	0.248033	-0.086751	4.000000	-3.944768	0.061742
1461139749.113150001(156)	0.284668	-2.421732	4.000000	-2.344000	0.050786
1461139749.113199922(157)	0.265390	-3.829341	4.000000	-0.746528	0.055323
1461139749.113250129(158)	0.315304	-3.773999	4.000000	0.860096	0.074302
1461139749.113300036(159)	0.339013	-2.277967	4.000000	2.457120	0.039857
1461139749.113350095(160)	0.332312	0.092681	-4.000000	3.940992	0.053166
1461139749.113399996(161)	0.330495	2.421532	-4.000000	2.344160	0.027541
1461139749.113450029(162)	0.378027	3.830892	-4.000000	0.743104	0.038694
1461139749.113500094(163)	0.411873	3.774581	-4.000000	-0.858976	0.066072
1461139749.113549981(164)	0.401663	2.280239	-4.000000	-2.455360	0.078715
1461139749.113599966(165)	0.399611	-0.086199	4.000000	-3.945120	0.047866
1461139749.113649964(166)	0.416577	-2.420251	4.000000	-2.345184	0.037005
1461139749.113699982(167)	0.410067	-3.830211	4.000000	-0.744608	0.054250
1461139749.113749964(168)	0.399532	-3.776739	4.000000	0.854816	0.075550
1461139749.113800102(169)	0.401357	-2.275240	4.000000	2.459232	0.070234
1461139749.113850089(170)	0.386878	0.092380	-4.000000	3.941184	0.086845
1461139749.113899979(171)	0.394960	2.420851	-4.000000	2.344704	0.108410
1461139749.113950055(172)	0.380810	3.831268	-4.000000	0.742272	0.087831
1461139749.113999983(173)	0.355963	3.776424	-4.000000	-0.855424	0.097083
1461139749.114049994(174)	0.341517	2.279702	-4.000000	-2.455776	0.103546
1461139749.114099932(175)	0.359804	-0.084490	4.000000	-3.946208	0.117764
1461139749.114150041(176)	0.334028	-2.423331	4.000000	-2.342720	0.109265
1461139749.114199840(177)	0.297564	-3.828148	4.000000	-0.749152	0.096211
1461139749.114249996(178)	0.270586	-3.776209	4.000000	0.855840	0.084753
1461139749.114300017(179)	0.272877	-2.278753	4.000000	2.456512	0.060670
1461139749.114350005(180)	0.273566	0.088159	-4.000000	3.943872	0.054627
1461139749.114400056(181)	0.243788	2.423931	-4.000000	2.342240	0.025334
1461139749.114450019(182)	0.226077	3.830747	-4.000000	0.743424	0.046942
1461139749.114500066(183)	0.200441	3.775047	-4.000000	-0.858080	0.062958
1461139749.114549977(184)	0.202467	2.280405	-4.000000	-2.455232	0.079209
1461139749.114599983(185)	0.214202	-0.087053	4.000000	-3.944576	0.098754
1461139749.114649989(186)	0.236759	-2.421252	4.000000	-2.344384	0.077314
1461139749.114700012(187)	0.239079	-3.830646	4.000000	-0.743648	0.101523
1461139749.114749940(188)	0.264522	-3.777136	4.000000	0.854048	0.132175
1461139749.114800008(189)	0.273796	-2.279124	4.000000	2.456224	0.082445
1461139749.114849984(190)	0.256490	0.087103	-4.000000	3.944544	0.109923
1461139749.114899953(191)	0.277043	2.419811	-4.000000	2.345536	0.122029
1461139749.114950024(192)	0.268590	3.830819	-4.000000	0.743264	0.125626
1461139749.114999987(193)	0.244870	3.776358	-4.000000	-0.855552	0.134659
1461139749.115049977(194)	0.280014	2.280405	-4.000000	-2.455232	0.146560
1461139749.115100006(195)	0.262393	-0.088209	4.000000	-3.943840	0.124987
1461139749.115149963(196)	0.270345	-2.420211	4.000000	-2.345216	0.143288
1461139749.115199948(197)	0.249484	-3.829718	4.000000	-0.745696	0.132908
1461139749.115250106(198)	0.256489	-3.774382	4.000000	0.859360	0.148774
1461139749.115299938(199)	0.278131	-2.282015	4.000000	2.453984	0.122408
1461139749.115350042(200)	0.280671	0.090018	-4.000000	3.942688	0.120338
1461139749.115399941(201)	0.256105	2.419331	-4.000000	2.345920	0.120586
1461139749.115450045(202)	0.275212	3.831123	-4.000000	0.742592	0.130789
1461139749.115499951(203)	0.259219	3.776954	-4.000000	-0.854400	0.162034
1461139749.115550087(204)	0.280798	2.275860	-4.000000	-2.458752	0.164807
1461139749.115599983(205)	0.282904	-0.087053	4.000000	-3.944576	0.168618
1461139749.115650010(206)	0.284642	-2.422092	4.000000	-2.343712	0.183261
1461139749.115699955(207)	0.278298	-3.829820	4.000000	-0.745472	0.242883
1461139749.115749901(208)	0.303165	-3.777781	4.000000	0.852800	0.250363
1461139749.115799926(209)	0.312420	-2.282510	4.000000	2.453600	0.246638
1461139749.115850008(210)	0.332335	0.088309	-4.000000	3.943776	0.251381
1461139749.115899934(211)	0.346026	2.419050	-4.000000	2.346144	0.277152
1461139749.115949961(212)	0.358667	3.829907	-4.000000	0.745280	0.290687
1461139749.115999986(213)	0.328987	3.776375	-4.000000	-0.855520	0.303747
1461139749.116049961(214)	0.326753	2.281065	-4.000000	-2.454720	0.278470
1461139749.116099943(215)	0.333047	-0.085043	4.000000	-3.945856	0.286246
1461139749.116149968(216)	0.349587	-2.420411	4.000000	-2.345056	0.293536
1461139749.116199835(217)	0.321961	-3.828075	4.000000	-0.749312	0.328884
1461139749.116250062(218)	0.344674	-3.775113	4.000000	0.857952	0.363013
1461139749.116300157(219)	0.347239	-2.272965	4.000000	2.460992	0.339626
1461139749.116349954(220)	0.348791	0.085596	-4.000000	3.945504	0.330453
1461139749.116399976(221)	0.386745	2.420731	-4.000000	2.344800	0.333882
1461139749.116449962(222)	0.412226	3.829921	-4.000000	0.745248	0.335035
1461139749.116499941(223)	0.392036	3.777120	-4.000000	-0.854080	0.334504
1461139749.116550054(224)	0.392329	2.277224	-4.000000	-2.457696	0.321747
1461139749.116600101(225)	0.416107	-0.092983	4.000000	-3.940800	0.313022
1461139749.116650027(226)	0.458054	-2.422772	4.000000	-2.343168	0.298433
1461139749.116699932(227)	0.436395	-3.829486	4.000000	-0.746208	0.293145
1461139749.116749974(228)	0.406898	-3.776573	4.000000	0.855136	0.282273
1461139749.116799940(229)	0.412992	-2.281932	4.000000	2.454048	0.308145
1461139749.116849928(230)	0.455874	0.084289	-4.000000	3.946336	0.280524
1461139749.116899909(231)	0.455704	2.418049	-4.000000	2.346944	0.284246
1461139749.116949892(232)	0.489779	3.828905	-4.000000	0.747488	0.307794
1461139749.117000100(233)	0.476065	3.774482	-4.000000	-0.859168	0.293941
1461139749.117050007(234)	0.480152	2.279166	-4.000000	-2.456192	0.307231
1461139749.117100033(235)	0.513932	-0.089566	4.000000	-3.942976	0.301958
1461139749.117150064(236)	0.509906	-2.424251	4.000000	-2.341984	0.324927
1461139749.117199970(237)	0.516594	-3.830038	4.000000	-0.744992	0.329401
1461139749.117250021(238)	0.476073	-3.775794	4.000000	0.856640	0.338347
1461139749.117299987(239)	0.445876	-2.279992	4.000000	2.455552	0.335933
1461139749.117349976(240)	0.458673	0.086701	-4.000000	3.944800	0.334971
1461139749.117399974(241)	0.432091	2.420651	-4.000000	2.344864	0.331444
1461139749.117450013(242)	0.446787	3.830660	-4.000000	0.743616	0.345417
1461139749.117499936(243)	0.455053	3.777202	-4.000000	-0.853920	0.340467
1461139749.117549986(244)	0.421433	2.280033	-4.000000	-2.455520	0.320950
1461139749.117600026(245)	0.461548	-0.089214	4.000000	-3.943200	0.356882
1461139749.117649931(246)	0.470951	-2.418930	4.000000	-2.346240	0.333101
1461139749.117700077(247)	0.463959	-3.831585	4.000000	-0.741568	0.288723
1461139749.117750049(248)	0.468735	-3.775329	4.000000	0.857536	0.301650
1461139749.117799983(249)	0.442634	-2.280157	4.000000	2.455424	0.311262
1461139749.117849968(250)	0.432520	0.086299	-4.000000	3.945056	0.287185
1461139749.117899925(251)	0.467309	2.418690	-4.000000	2.346432	0.309193
1461139749.117949930(252)	0.500816	3.829457	-4.000000	0.746272	0.327477
1461139749.117999944(253)	0.487331	3.777070	-4.000000	-0.854176	0.329338
1461139749.118049920(254)	0.494976	2.282758	-4.000000	-2.453408	0.298408
1461139749.118100016(255)	0.505366	-0.088711	4.000000	-3.943520	0.326135
1461139749.118149951(256)	0.479999	-2.419731	4.000000	-2.345600	0.322099
1461139749.118199868(257)	0.478794	-3.828556	4.000000	-0.748256	0.351084
1461139749.118250028(258)	0.480723	-3.775678	4.000000	0.856864	0.357547
1461139749.118299926(259)	0.464718	-2.282510	4.000000	2.453600	0.347929
1461139749.118349924(260)	0.482046	0.084088	-4.000000	3.946464	0.341856
1461139749.118399901(261)	0.490507	2.417729	-4.000000	2.347200	0.347101
1461139749.118450044(262)	0.486754	3.831109	-4.000000	0.742624	0.311884
1461139749.118499904(263)	0.506049	3.777731	-4.000000	-0.852896	0.318385
1461139749.118549966(264)	0.509975	2.280859	-4.000000	-2.454880	0.326008
1461139749.118599922(265)	0.493027	-0.083987	4.000000	-3.946528	0.314328
1461139749.118650041(266)	0.482947	-2.423331	4.000000	-2.342720	0.305333
1461139749.118700025(267)	0.491707	-3.830834	4.000000	-0.743232	0.282847
1461139749.118749929(268)	0.482644	-3.777318	4.000000	0.853696	0.276234
1461139749.118799961(269)	0.471827	-2.281065	4.000000	2.454720	0.318350
1461139749.118850021(270)	0.475358	0.088963	-4.000000	3.943360	0.305075
1461139749.118899894(271)	0.425615	2.417449	-4.000000	2.347424	0.303404
1461139749.118949977(272)	0.414882	3.830139	-4.000000	0.744768	0.268400
1461139749.118999927(273)	0.411245	3.777351	-4.000000	-0.853632	0.274260
1461139749.119049941(274)	0.416908	2.281891	-4.000000	-2.454080	0.247790
1461139749.119099983(275)	0.407105	-0.087053	4.000000	-3.944576	0.246354
1461139749.119149968(276)	0.421526	-2.420411	4.000000	-2.345056	0.257995
1461139749.119199872(277)	0.410753	-3.828614	4.000000	-0.748128	0.258541
1461139749.119250098(278)	0.388906	-3.774515	4.000000	0.859104	0.270361
1461139749.119300048(279)	0.413117	-2.277472	4.000000	2.457504	0.249470
1461139749.119349989(280)	0.429163	0.087354	-4.000000	3.944384	0.255516
1461139749.119399936(281)	0.426274	2.419130	-4.000000	2.346080	0.247320
1461139749.119450129(282)	0.438476	3.832335	-4.000000	0.739904	0.261198
1461139749.119500089(283)	0.461677	3.774664	-4.000000	-0.858816	0.282437
1461139749.119549964(284)	0.474024	2.280941	-4.000000	-2.454816	0.276723
1461139749.119600016(285)	0.494639	-0.088711	4.000000	-3.943520	0.260224
1461139749.119649960(286)	0.504849	-2.420091	4.000000	-2.345312	0.249962
1461139749.119700012(287)	0.507283	-3.830646	4.000000	-0.743648	0.238033
1461139749.119750007(288)	0.499412	-3.776026	4.000000	0.856192	0.226840
1461139749.119799948(289)	0.501956	-2.281602	4.000000	2.454304	0.214226
1461139749.119850118(290)	0.497688	0.093837	-4.000000	3.940256	0.180712
1461139749.119899939(291)	0.503942	2.419250	-4.000000	2.345984	0.156907
1461139749.119949959(292)	0.554747	3.829878	-4.000000	0.745344	0.142705
1461139749.119999931(293)	0.571011	3.777285	-4.000000	-0.853760	0.193144
1461139749.120049929(294)	0.585832	2.282387	-4.000000	-2.453696	0.175392
1461139749.120099972(295)	0.558597	-0.086500	4.000000	-3.944928	0.190820
1461139749.120149958(296)	0.559149	-2.420011	4.000000	-2.345376	0.183826
1461139749.120199844(297)	0.570368	-3.828206	4.000000	-0.749024	0.179862
1461139749.120250044(298)	0.541413	-3.775412	4.000000	0.857376	0.182089
1461139749.120300061(299)	0.524709	-2.276934	4.000000	2.457920	0.149558
1461139749.120349927(300)	0.552055	0.084239	-4.000000	3.946368	0.171619
1461139749.120400040(301)	0.543840	2.423292	-4.000000	2.342752	0.138131
1461139749.120450037(302)	0.568597	3.831007	-4.000000	0.742848	0.117771
1461139749.120499962(303)	0.553502	3.776772	-4.000000	-0.854752	0.131476
1461139749.120549899(304)	0.531001	2.283625	-4.000000	-2.452736	0.148553
1461139749.120600066(305)	0.552432	-0.091224	4.000000	-3.941920	0.154681
1461139749.120649918(306)	0.527834	-2.418410	4.000000	-2.346656	0.177823
1461139749.120699955(307)	0.529677	-3.829820	4.000000	-0.745472	0.201733
1461139749.120749951(308)	0.512514	-3.776954	4.000000	0.854400	0.184984
1461139749.120800125(309)	0.496633	-2.274289	4.000000	2.459968	0.185519
1461139749.120849963(310)	0.514244	0.086048	-4.000000	3.945216	0.190552
1461139749.120900097(311)	0.516788	2.425570	-4.000000	2.340928	0.216887
1461139749.120949993(312)	0.489038	3.830371	-4.000000	0.744256	0.191979
1461139749.120999965(313)	0.485064	3.776722	-4.000000	-0.854848	0.191877
1461139749.121050005(314)	0.464492	2.279248	-4.000000	-2.456128	0.212564
1461139749.121099941(315)	0.491185	-0.084942	4.000000	-3.945920	0.213182
1461139749.121149966(316)	0.489927	-2.420331	4.000000	-2.345120	0.196872
1461139749.121199801(317)	0.462258	-3.827579	4.000000	-0.750400	0.195408
1461139749.121250132(318)	0.456869	-3.773949	4.000000	0.860192	0.192099
1461139749.121300070(319)	0.487294	-2.276562	4.000000	2.458208	0.208113
1461139749.121350014(320)	0.489770	0.088611	-4.000000	3.943584	0.205863
1461139749.121399910(321)	0.486745	2.418089	-4.000000	2.346912	0.238220
1461139749.121449928(322)	0.497275	3.829428	-4.000000	0.746336	0.269896
1461139749.121499908(323)	0.500414	3.777665	-4.000000	-0.853024	0.275337
1461139749.121549935(324)	0.497354	2.282139	-4.000000	-2.453888	0.277517
1461139749.121599998(325)	0.481393	-0.087807	4.000000	-3.944096	0.259034
1461139749.121649941(326)	0.500361	-2.419331	4.000000	-2.345920	0.241907
1461139749.121699971(327)	0.504713	-3.830052	4.000000	-0.744960	0.235178
1461139749.121749951(328)	0.483503	-3.776954	4.000000	0.854400	0.260939
1461139749.121799910(329)	0.453452	-2.283171	4.000000	2.453088	0.215605
1461139749.121850018(330)	0.476412	0.088812	-4.000000	3.943456	0.189367
1461139749.121900094(331)	0.481814	2.425451	-4.000000	2.341024	0.169479
1461139749.121949931(332)	0.467618	3.829472	-4.000000	0.746240	0.165343
1461139749.122000006(333)	0.450007	3.776043	-4.000000	-0.856160	0.173099
1461139749.122049930(334)	0.457830	2.282345	-4.000000	-2.453728	0.145665
1461139749.122100009(335)	0.498690	-0.088360	4.000000	-3.943744	0.152677
1461139749.122149989(336)	0.495646	-2.421252	4.000000	-2.344384	0.159866
1461139749.122199887(337)	0.502027	-3.828832	4.000000	-0.747648	0.150874
1461139749.122250235(338)	0.490784	-3.772230	4.000000	0.863488	0.151238
1461139749.122299977(339)	0.481530	-2.280405	4.000000	2.455232	0.124732
1461139749.122349988(340)	0.478143	0.087304	-4.000000	3.944416	0.100422
1461139749.122399955(341)	0.442235	2.419891	-4.000000	2.345472	0.088018
1461139749.122449915(342)	0.420961	3.829239	-4.000000	0.746752	0.085852
1461139749.122499968(343)	0.441797	3.776673	-4.000000	-0.854944	0.099309
1461139749.122549957(344)	0.443999	2.281230	-4.000000	-2.454592	0.073054
1461139749.122599947(345)	0.410484	-0.085244	4.000000	-3.945728	0.101837
1461139749.122649951(346)	0.429769	-2.419731	4.000000	-2.345600	0.129752
1461139749.122700012(347)	0.449418	-3.830646	4.000000	-0.743648	0.083197
1461139749.122749913(348)	0.474334	-3.777583	4.000000	0.853184	0.089200
1461139749.122800009(349)	0.499232	-2.279083	4.000000	2.456256	0.078371
1461139749.122849953(350)	0.494512	0.085545	-4.000000	3.945536	0.062288
